age,job,marital,education,default,balance,housing,loan
34,services,married,secondary,no,334,no,no
53,blue-collar,single,secondary,no,0,yes,no
39,blue-collar,married,secondary,no,-220,yes,no
28,blue-collar,single,primary,no,-232,yes,no
26,blue-collar,single,primary,no,155,yes,no
57,technician,married,secondary,no,20,no,yes
47,management,married,tertiary,no,6637,no,no
59,technician,married,tertiary,no,883,yes,no
46,blue-collar,single,primary,no,87,yes,no
32,unemployed,single,secondary,no,8304,no,no
28,blue-collar,single,secondary,no,0,yes,no
37,admin.,married,secondary,no,3427,yes,yes
33,management,married,tertiary,no,4,yes,no
29,admin.,married,tertiary,no,238,no,no
51,services,divorced,unknown,no,973,no,no
49,blue-collar,married,unknown,no,51,no,no
47,blue-collar,married,primary,no,3451,yes,no
35,blue-collar,married,secondary,no,225,yes,no
52,blue-collar,married,primary,no,17,yes,no
24,student,single,secondary,no,139,no,no
42,entrepreneur,divorced,tertiary,no,580,yes,no
31,management,single,tertiary,no,0,no,no
37,admin.,single,secondary,no,91,yes,no
45,technician,married,secondary,no,1003,yes,no
28,admin.,married,secondary,no,957,no,no
40,technician,married,secondary,no,2576,yes,yes
33,management,married,tertiary,no,1808,no,no
28,services,single,secondary,no,234,no,no
31,technician,single,tertiary,no,25,no,no
47,management,married,secondary,no,0,no,no
32,housemaid,single,primary,no,26965,yes,no
29,self-employed,single,secondary,no,970,yes,no
55,management,single,tertiary,no,430,no,no
27,blue-collar,married,secondary,no,197,yes,no
45,blue-collar,married,secondary,no,243,no,no
36,blue-collar,single,secondary,no,-175,yes,no
37,admin.,married,secondary,no,176,yes,no
45,technician,married,secondary,no,3492,yes,no
42,entrepreneur,married,secondary,no,718,no,no
46,blue-collar,married,secondary,no,0,no,no
42,services,married,tertiary,no,2520,yes,no
34,management,married,tertiary,no,436,yes,no
45,entrepreneur,married,tertiary,no,273,yes,yes
37,blue-collar,married,secondary,no,0,yes,no
51,services,married,secondary,no,5885,yes,no
34,admin.,single,secondary,no,1880,yes,no
40,blue-collar,divorced,tertiary,no,1176,no,no
35,entrepreneur,married,secondary,no,80,no,no
57,technician,married,secondary,no,3858,yes,no
30,services,single,secondary,no,62,no,yes
56,retired,married,secondary,no,2330,yes,no
27,services,married,secondary,no,199,no,no
57,admin.,married,secondary,no,1504,yes,yes
53,retired,married,primary,yes,-397,no,yes
34,self-employed,divorced,tertiary,no,5722,yes,no
50,entrepreneur,married,tertiary,no,6825,yes,no
37,blue-collar,married,primary,no,-325,yes,yes
25,admin.,single,secondary,no,681,yes,no
40,technician,married,tertiary,no,2946,no,no
24,technician,single,secondary,no,681,yes,no
56,blue-collar,married,secondary,no,276,no,no
32,technician,married,secondary,no,-410,yes,no
31,technician,single,tertiary,yes,0,no,no
45,admin.,married,secondary,no,1501,no,no
44,self-employed,married,secondary,no,2692,yes,no
41,technician,married,secondary,no,636,yes,no
33,blue-collar,married,secondary,no,489,yes,no
29,blue-collar,single,tertiary,no,11310,yes,no
31,technician,single,secondary,no,0,yes,no
54,admin.,married,secondary,no,3729,no,no
39,admin.,single,secondary,no,-25,yes,no
36,technician,married,secondary,no,0,no,no
77,blue-collar,married,secondary,no,16353,no,no
33,management,divorced,tertiary,no,0,yes,no
46,management,married,tertiary,no,2817,no,no
55,housemaid,married,secondary,no,127,yes,yes
44,entrepreneur,married,secondary,no,4389,no,no
40,blue-collar,married,secondary,no,-313,yes,no
27,services,single,secondary,no,-124,yes,no
28,technician,single,tertiary,no,865,no,no
35,unemployed,married,secondary,no,547,yes,no
60,retired,married,primary,no,1167,no,no
27,services,married,secondary,no,834,yes,no
32,management,single,tertiary,no,3367,no,no
31,technician,single,secondary,no,36,no,no
50,management,married,secondary,yes,421,no,no
56,housemaid,married,primary,no,306,yes,no
29,services,married,secondary,no,1432,no,no
25,management,single,tertiary,no,129,yes,no
44,blue-collar,divorced,primary,no,1805,yes,no
29,blue-collar,married,primary,no,25,yes,no
57,retired,married,secondary,no,1841,yes,no
30,admin.,married,secondary,no,-68,yes,no
42,management,married,tertiary,no,2110,no,no
44,blue-collar,married,secondary,no,3224,yes,no
55,management,divorced,tertiary,no,29484,yes,no
56,retired,married,secondary,no,654,no,no
42,technician,divorced,tertiary,no,343,yes,yes
32,entrepreneur,married,primary,no,964,yes,no
31,technician,single,tertiary,no,6,no,no
44,blue-collar,married,primary,no,1669,no,yes
53,admin.,married,secondary,no,673,yes,no
26,student,single,tertiary,no,2,no,no
29,admin.,single,secondary,no,1751,yes,no
39,technician,married,secondary,no,3528,yes,no
37,self-employed,married,secondary,no,215,yes,no
27,blue-collar,married,primary,no,-413,yes,no
31,self-employed,single,tertiary,no,96,no,no
43,blue-collar,married,primary,no,34,yes,no
76,retired,divorced,primary,no,3049,no,no
61,entrepreneur,single,tertiary,no,175,yes,no
32,blue-collar,married,secondary,no,5,yes,yes
42,unemployed,married,secondary,no,0,yes,yes
60,retired,married,secondary,no,0,yes,no
35,blue-collar,married,primary,no,0,no,no
47,admin.,married,unknown,no,0,yes,no
41,blue-collar,single,secondary,no,184,no,yes
55,technician,married,secondary,no,0,yes,no
29,management,single,tertiary,no,697,no,no
36,blue-collar,married,secondary,no,576,yes,no
47,technician,married,tertiary,no,310,yes,no
51,technician,single,secondary,no,17092,no,no
48,technician,married,primary,no,3,no,yes
47,admin.,married,secondary,no,104,yes,yes
35,technician,married,secondary,no,463,yes,no
32,management,single,tertiary,no,0,yes,no
44,blue-collar,married,secondary,no,96,yes,no
55,services,married,unknown,no,0,no,no
45,admin.,single,secondary,no,-11,yes,no
30,technician,married,secondary,no,776,no,no
56,technician,married,secondary,no,654,no,no
26,admin.,single,secondary,no,985,yes,no
38,technician,single,tertiary,no,103,yes,no
57,housemaid,married,primary,yes,-1,no,no
30,entrepreneur,single,tertiary,no,676,yes,yes
27,blue-collar,divorced,secondary,no,9,yes,yes
38,self-employed,married,secondary,no,29125,no,no
29,blue-collar,single,secondary,no,244,yes,no
56,unemployed,married,primary,no,107,yes,no
37,blue-collar,married,secondary,no,311,yes,no
30,management,single,tertiary,no,223,no,no
39,unknown,single,secondary,no,2208,no,no
40,management,married,tertiary,no,416,yes,no
36,management,married,tertiary,no,-661,yes,yes
23,student,married,secondary,no,0,no,no
53,technician,single,primary,no,311,no,no
45,technician,married,secondary,no,1477,yes,yes
27,management,married,secondary,no,293,yes,no
36,management,married,tertiary,no,806,no,no
27,blue-collar,married,secondary,no,0,yes,yes
25,technician,single,secondary,no,1036,no,no
33,blue-collar,married,tertiary,no,20,yes,no
39,admin.,divorced,secondary,no,284,yes,yes
47,management,married,tertiary,no,2475,no,yes
30,admin.,single,tertiary,no,-396,no,no
36,blue-collar,married,primary,no,-20,yes,no
34,services,single,tertiary,no,800,yes,no
32,management,single,tertiary,no,1131,yes,no
34,technician,married,secondary,no,-255,yes,yes
37,blue-collar,divorced,secondary,no,719,yes,no
39,admin.,divorced,secondary,no,878,yes,no
47,management,divorced,tertiary,no,-49,yes,no
29,technician,single,secondary,no,1714,no,no
30,blue-collar,single,secondary,no,567,yes,yes
31,self-employed,single,tertiary,no,144,no,no
57,entrepreneur,married,unknown,no,657,no,no
35,unemployed,divorced,tertiary,no,1354,yes,no
26,blue-collar,single,secondary,no,396,no,yes
43,technician,married,secondary,no,533,yes,no
26,blue-collar,married,secondary,no,1028,yes,no
29,technician,divorced,tertiary,no,33,no,no
55,retired,divorced,secondary,no,538,yes,no
58,blue-collar,married,secondary,no,25,yes,no
36,services,married,secondary,no,0,no,no
56,blue-collar,married,primary,no,8163,yes,no
37,technician,married,secondary,no,146,yes,yes
41,management,married,tertiary,no,5,no,yes
48,blue-collar,married,secondary,no,1631,yes,no
34,admin.,married,secondary,no,353,yes,no
26,student,single,secondary,no,4613,no,no
60,self-employed,divorced,unknown,no,671,no,yes
26,management,single,tertiary,no,943,yes,no
26,management,single,tertiary,no,828,no,no
54,entrepreneur,married,tertiary,no,0,yes,no
45,services,married,secondary,no,4971,yes,no
30,management,single,tertiary,no,520,yes,no
36,management,married,tertiary,no,287,yes,no
35,blue-collar,married,primary,no,793,yes,no
31,admin.,married,secondary,no,97,no,no
48,blue-collar,married,secondary,no,684,no,no
35,management,married,secondary,no,291,yes,no
30,admin.,single,secondary,no,818,no,no
28,student,single,secondary,no,231,yes,no
37,technician,divorced,secondary,no,0,yes,no
31,self-employed,single,secondary,no,360,yes,no
36,services,divorced,secondary,no,2390,yes,no
34,admin.,married,secondary,no,430,yes,no
57,housemaid,married,primary,no,58,no,no
65,housemaid,married,primary,no,1230,no,no
60,management,married,tertiary,no,371,no,no
34,blue-collar,single,secondary,no,39,yes,yes
41,services,married,secondary,no,1319,no,no
46,blue-collar,married,primary,no,399,no,no
46,unemployed,single,tertiary,no,3229,no,no
39,management,married,tertiary,no,0,no,no
52,technician,married,secondary,no,64,no,no
44,housemaid,married,primary,no,2351,no,no
44,management,married,tertiary,no,119,yes,yes
33,technician,single,secondary,no,719,yes,yes
42,retired,single,secondary,no,429,yes,yes
42,admin.,married,secondary,no,1133,no,no
36,management,married,tertiary,no,596,yes,no
43,services,married,secondary,no,-456,yes,yes
46,technician,married,secondary,no,499,no,no
37,technician,married,tertiary,no,8730,no,no
30,blue-collar,single,primary,no,4009,yes,no
46,blue-collar,single,primary,no,355,yes,no
60,blue-collar,married,primary,no,29184,yes,no
55,management,married,tertiary,no,543,yes,yes
46,technician,divorced,secondary,no,-90,yes,no
29,blue-collar,married,primary,no,163,yes,yes
46,blue-collar,married,primary,no,648,no,no
37,blue-collar,single,secondary,no,336,no,yes
52,technician,married,tertiary,no,0,no,no
34,technician,married,unknown,no,4053,no,no
56,blue-collar,married,primary,no,1214,no,yes
54,entrepreneur,married,primary,no,52,yes,no
48,technician,married,secondary,no,3519,no,no
29,blue-collar,single,primary,yes,-717,yes,no
31,technician,single,secondary,no,754,no,yes
37,management,divorced,secondary,no,414,yes,no
32,services,married,secondary,no,364,yes,no
39,entrepreneur,married,tertiary,no,6495,yes,no
32,technician,single,secondary,no,0,no,no
32,technician,single,tertiary,no,705,yes,no
56,entrepreneur,divorced,secondary,no,1886,no,yes
58,housemaid,divorced,primary,no,3568,no,no
59,housemaid,married,tertiary,no,0,no,no
35,blue-collar,married,secondary,no,11,yes,yes
61,unemployed,married,tertiary,no,5267,no,no
45,blue-collar,married,unknown,no,-320,no,yes
57,retired,divorced,primary,no,515,yes,no
44,management,divorced,tertiary,no,1379,yes,no
46,technician,married,secondary,no,167,no,no
43,management,divorced,tertiary,no,3257,yes,no
82,management,single,secondary,no,0,yes,no
32,management,married,tertiary,no,393,yes,no
34,technician,single,secondary,no,264,yes,no
37,services,married,secondary,no,812,yes,yes
50,services,married,secondary,no,992,yes,no
28,management,single,secondary,no,-994,yes,yes
53,admin.,married,primary,no,44,yes,no
29,management,married,tertiary,no,135,yes,no
55,management,divorced,tertiary,no,5253,yes,no
34,self-employed,married,secondary,no,1813,no,yes
34,management,married,tertiary,no,527,no,no
50,housemaid,married,primary,no,152,yes,no
42,management,married,tertiary,no,0,no,no
49,management,married,unknown,no,0,no,no
60,retired,married,tertiary,no,0,no,no
73,housemaid,divorced,primary,no,502,no,no
58,management,married,secondary,no,1112,yes,no
37,technician,married,secondary,no,4030,yes,yes
33,admin.,married,secondary,no,-167,yes,no
57,entrepreneur,divorced,tertiary,no,1114,yes,no
27,management,single,tertiary,no,405,no,no
59,services,divorced,secondary,no,0,no,yes
37,blue-collar,married,primary,no,0,yes,no
36,services,single,secondary,no,1227,no,yes
58,retired,married,unknown,no,0,no,no
50,retired,married,primary,no,2790,yes,no
35,technician,married,tertiary,no,118,no,no
43,management,married,tertiary,no,356,no,no
36,self-employed,single,tertiary,no,4634,no,no
48,admin.,divorced,secondary,no,362,no,no
57,retired,married,secondary,no,256,no,no
27,management,single,tertiary,no,3347,no,no
31,management,married,tertiary,no,1215,no,no
38,management,divorced,tertiary,no,162,yes,no
37,admin.,single,secondary,no,0,yes,no
50,blue-collar,single,primary,no,60,no,no
40,management,married,tertiary,no,1468,yes,no
51,technician,married,secondary,no,12061,yes,no
86,admin.,divorced,unknown,no,1088,no,no
49,blue-collar,married,primary,no,371,no,no
40,technician,single,secondary,no,591,no,yes
57,retired,divorced,primary,no,698,no,no
33,technician,married,secondary,no,-1040,yes,yes
46,blue-collar,divorced,secondary,no,1074,yes,no
38,admin.,married,secondary,no,981,yes,no
37,admin.,single,secondary,no,1113,yes,no
55,admin.,divorced,secondary,no,1693,no,yes
37,blue-collar,single,tertiary,no,1436,no,no
30,technician,single,secondary,no,2567,no,no
45,services,married,secondary,no,1259,no,no
48,management,married,tertiary,no,0,no,no
27,services,single,secondary,no,4,yes,no
46,entrepreneur,married,secondary,no,-880,yes,yes
41,admin.,divorced,secondary,no,4,no,no
53,self-employed,married,tertiary,no,3711,no,no
29,entrepreneur,married,secondary,no,65,yes,no
29,admin.,married,secondary,no,93,yes,no
44,blue-collar,married,secondary,no,879,no,yes
36,blue-collar,married,secondary,no,2454,no,no
45,blue-collar,married,secondary,no,2152,yes,no
56,self-employed,married,primary,no,1113,no,no
54,blue-collar,married,primary,no,1311,no,no
53,technician,married,secondary,no,31,no,no
35,blue-collar,married,primary,no,77,yes,no
35,blue-collar,divorced,primary,no,55,yes,no
44,technician,married,tertiary,no,1454,no,no
30,management,married,tertiary,no,5204,no,no
49,management,married,secondary,no,4848,no,yes
36,admin.,divorced,secondary,no,48,yes,no
47,technician,divorced,secondary,no,5735,no,no
37,housemaid,divorced,secondary,no,1040,yes,no
30,self-employed,married,tertiary,no,805,yes,no
37,admin.,single,secondary,no,686,no,no
43,technician,divorced,secondary,no,167,yes,no
49,technician,married,unknown,no,-287,yes,no
66,retired,married,tertiary,no,525,no,no
35,blue-collar,married,secondary,no,-557,yes,yes
43,management,married,tertiary,no,1264,yes,yes
42,admin.,married,secondary,no,4209,yes,yes
35,technician,married,secondary,no,19,yes,no
39,management,married,secondary,no,1072,no,no
30,admin.,single,secondary,no,223,yes,no
55,management,divorced,unknown,no,854,yes,no
27,blue-collar,single,secondary,no,317,yes,no
57,housemaid,married,tertiary,no,158,no,no
31,management,divorced,tertiary,no,294,yes,no
48,management,single,tertiary,no,159,yes,no
51,technician,married,tertiary,no,0,no,no
57,housemaid,single,secondary,no,11494,no,no
